distance_km,traffic_level,weather,hour,delivery_time
7.83,high,clear,9,60.28
9.71,medium,clear,11,58.69
4.96,medium,clear,19,31.06
3.51,high,rain,22,36.73
8.18,low,clear,15,37.44
3.94,medium,clear,4,20.43
3.69,high,clear,15,30.2
3.09,medium,clear,23,16.51
2.17,low,clear,11,11.34
3.31,low,clear,5,12.6
4.2,high,cloudy,4,37.41
7.07,medium,cloudy,0,46.14
1.56,high,clear,18,10.37
2.89,medium,clear,9,18.29
8.28,medium,rain,13,66.63
2.32,high,clear,20,19.25
4.08,medium,rain,2,32.87
8.78,low,clear,5,36.07
2.39,medium,cloudy,4,13.41
1.74,high,clear,16,12.45
5.36,low,clear,17,26.86
3.72,low,rain,11,25.24
6.07,low,clear,4,30.56
8.23,high,clear,8,66.27
2.23,low,clear,11,10.0
6.23,medium,cloudy,19,39.71
5.55,medium,clear,8,31.64
2.3,medium,cloudy,2,13.46
6.62,medium,clear,0,35.04
3.46,low,clear,21,15.54
5.39,medium,cloudy,14,32.11
1.74,high,clear,9,13.24
5.14,high,clear,13,43.55
3.76,low,clear,6,15.9
8.4,high,clear,3,64.65
1.51,medium,cloudy,4,11.53
4.77,high,clear,19,37.05
5.13,medium,clear,15,30.6
7.53,medium,clear,2,43.33
6.17,high,clear,16,46.74
7.0,high,clear,12,51.63
7.99,medium,rain,5,67.13
8.76,low,rain,4,51.71
3.82,low,clear,15,19.13
5.84,low,clear,10,23.47
8.56,low,rain,16,55.85
9.91,low,clear,4,43.89
9.01,high,clear,5,66.46
4.34,low,cloudy,9,22.64
2.76,medium,clear,20,18.0
5.4,low,clear,0,23.42
7.67,low,rain,20,49.76
5.43,low,cloudy,9,22.31
5.35,low,clear,16,21.43
8.54,high,clear,2,67.92
4.25,high,clear,1,32.07
8.74,low,cloudy,16,39.54
4.66,medium,clear,3,25.86
3.95,medium,clear,1,21.26
5.09,high,rain,4,54.18
7.86,high,clear,9,59.39
2.13,medium,clear,0,12.82
2.77,medium,clear,0,16.07
9.56,high,clear,3,75.85
2.58,low,clear,6,12.46
6.11,medium,rain,13,50.96
6.21,high,rain,13,68.84
5.41,medium,clear,17,30.87
6.8,medium,clear,1,37.26
3.07,medium,clear,0,20.37
5.97,low,clear,20,27.14
4.35,medium,clear,21,25.73
6.96,medium,rain,15,55.74
2.27,medium,clear,21,12.05
6.14,medium,clear,17,37.61
2.67,high,clear,15,22.39
3.51,low,clear,22,17.36
2.97,medium,clear,21,18.96
2.65,medium,clear,23,16.64
8.43,medium,clear,5,49.58
3.57,low,cloudy,9,17.32
9.34,medium,clear,1,57.06
9.73,high,clear,6,73.69
6.14,medium,clear,20,36.66
2.29,high,rain,16,22.92
4.37,high,clear,2,32.11
8.18,low,clear,19,36.34
4.31,low,clear,11,17.79
1.78,high,cloudy,1,16.57
6.01,high,clear,6,43.28
8.61,low,clear,16,38.94
8.16,low,clear,18,36.99
2.58,low,clear,11,10.0
7.05,high,clear,8,53.05
2.98,low,clear,13,13.92
2.96,medium,cloudy,1,19.91
8.87,high,cloudy,20,74.23
3.25,low,clear,3,15.98
3.37,medium,clear,18,19.5
1.01,low,clear,20,10.0
8.84,high,clear,15,68.13
8.13,low,rain,21,53.07
6.65,medium,rain,16,53.11
7.75,medium,clear,1,44.36
2.37,low,clear,16,10.0
5.12,low,clear,18,22.38
4.16,medium,cloudy,7,29.62
1.84,low,cloudy,23,10.25
5.38,high,cloudy,19,43.01
9.29,high,cloudy,5,76.97
1.36,medium,clear,11,10.0
3.62,medium,cloudy,22,21.48
2.87,medium,cloudy,17,17.02
3.14,high,clear,1,26.71
9.18,medium,clear,18,52.48
5.21,low,cloudy,23,27.7
5.2,low,clear,9,25.91
7.85,medium,cloudy,2,49.05
2.39,medium,cloudy,11,13.6
5.39,medium,cloudy,15,34.13
4.87,low,cloudy,11,21.93
6.37,medium,clear,7,37.51
10.0,low,cloudy,4,49.09
7.93,low,clear,10,36.41
4.58,medium,clear,9,29.59
8.45,low,clear,2,39.66
2.54,medium,clear,22,15.84
1.27,low,clear,8,10.0
2.84,medium,rain,11,24.15
4.06,medium,clear,5,27.2
5.6,low,clear,18,19.18
6.54,low,clear,15,30.81
9.2,high,clear,20,70.06
5.59,medium,cloudy,22,34.27
5.51,medium,clear,23,33.84
1.45,low,cloudy,13,10.6
1.31,medium,cloudy,3,10.0
5.96,medium,clear,17,34.12
4.94,medium,rain,9,38.57
8.55,medium,clear,17,50.31
2.45,low,clear,11,12.77
1.22,low,rain,18,10.0
5.04,high,rain,7,53.4
3.14,high,clear,0,29.67
1.45,low,clear,13,10.0
7.52,medium,clear,22,46.29
2.0,low,clear,5,10.0
6.47,low,rain,13,39.35
3.53,low,clear,1,16.03
2.56,low,clear,8,10.0
4.42,medium,rain,11,39.4
8.21,medium,clear,4,50.85
4.53,low,clear,1,19.32
7.76,low,rain,18,52.46
2.13,high,cloudy,6,17.92
7.95,low,cloudy,6,44.53
3.13,medium,clear,9,18.6
7.1,low,cloudy,16,36.3
6.09,medium,clear,13,38.43
9.36,low,clear,10,44.68
4.49,low,rain,19,29.31
1.6,low,clear,5,10.0
1.17,low,cloudy,7,10.0
8.44,medium,clear,18,47.74
5.72,medium,clear,18,33.77
7.98,low,cloudy,23,37.28
3.11,low,clear,23,10.43
4.11,medium,cloudy,23,26.55
1.27,medium,clear,16,10.0
9.65,high,rain,23,105.2
7.01,medium,clear,23,40.84
9.4,medium,clear,17,58.48
3.39,medium,clear,11,18.69
6.5,high,rain,8,65.78
7.11,high,cloudy,22,55.47
3.86,low,cloudy,23,16.74
8.63,low,clear,15,40.47
9.52,low,clear,17,41.57
8.96,medium,clear,15,53.34
7.65,medium,clear,15,48.05
3.5,medium,clear,3,18.27
3.53,low,rain,22,23.2
9.67,medium,cloudy,21,63.3
1.09,high,clear,6,10.0
7.44,low,clear,0,36.19
7.36,medium,cloudy,23,46.79
6.6,medium,clear,22,37.84
9.91,high,clear,19,80.03
3.81,high,clear,0,30.19
4.06,medium,clear,7,25.6
1.71,medium,cloudy,22,13.71
4.99,high,clear,7,36.87
3.35,medium,clear,9,22.1
4.09,low,clear,0,17.4
8.51,high,cloudy,20,70.52
9.42,low,clear,20,41.85
2.67,low,clear,13,10.77
4.35,high,rain,13,48.23
9.36,medium,rain,9,77.19
1.56,medium,rain,18,11.79
1.83,low,cloudy,15,10.41
2.47,low,clear,8,10.56
6.36,low,clear,19,27.96
2.35,low,clear,15,10.67
9.71,medium,clear,19,57.73
5.02,low,rain,7,32.41
5.51,medium,cloudy,6,34.73
3.22,low,cloudy,10,17.63
5.24,high,clear,20,39.64
6.96,low,rain,5,42.54
7.76,low,cloudy,14,35.48
7.78,low,clear,18,36.98
6.2,medium,rain,13,50.8
9.14,medium,clear,14,53.89
8.36,medium,clear,5,51.0
7.81,medium,cloudy,23,49.3
1.5,low,cloudy,9,10.0
1.06,medium,clear,13,10.0
2.91,medium,clear,15,17.64
6.97,low,rain,12,43.39
4.7,low,cloudy,10,26.21
4.62,low,cloudy,2,17.9
8.96,low,clear,7,42.56
9.06,medium,clear,2,54.58
9.18,low,clear,1,42.22
3.82,low,clear,20,10.52
7.22,low,clear,13,35.06
3.44,high,clear,19,24.26
2.72,high,clear,20,19.79
2.66,low,clear,21,11.63
4.08,low,cloudy,14,21.01
4.87,low,clear,2,23.19
8.48,medium,clear,0,51.39
2.08,low,clear,14,10.99
7.61,medium,clear,19,45.02
5.78,medium,clear,21,34.64
3.59,high,rain,1,36.27
5.44,low,cloudy,17,25.43
3.7,high,clear,0,30.1
6.36,high,clear,8,50.33
4.9,low,clear,2,23.5
2.48,low,cloudy,1,11.25
2.05,low,clear,3,11.05
5.92,low,clear,15,24.32
9.12,low,cloudy,21,47.3
4.1,medium,cloudy,0,25.86
7.6,medium,cloudy,8,52.27
6.93,high,rain,7,71.18
9.38,low,rain,5,62.62
8.39,high,clear,19,63.46
6.1,low,clear,17,26.69
6.91,high,cloudy,15,58.54
9.09,low,cloudy,7,43.6
4.6,low,rain,22,28.84
3.94,high,clear,3,28.67
1.1,low,clear,2,10.0
8.44,medium,clear,14,50.35
8.21,medium,clear,5,46.23
1.94,medium,clear,0,10.0
6.19,medium,cloudy,17,37.09
5.18,medium,clear,22,29.3
2.07,low,cloudy,10,12.87
9.83,medium,cloudy,2,61.56
2.93,high,clear,12,20.95
1.61,low,clear,16,10.0
6.35,low,cloudy,17,30.69
7.65,medium,cloudy,13,53.68
1.29,medium,rain,6,10.24
6.93,medium,rain,6,57.43
5.79,low,rain,13,38.36
1.93,medium,clear,23,13.14
2.55,low,rain,14,16.53
6.11,medium,cloudy,11,39.0
3.67,high,rain,11,43.35
9.44,low,clear,7,42.28
8.37,medium,rain,15,67.67
9.85,high,clear,8,74.06
3.34,medium,cloudy,1,18.04
9.73,high,clear,13,76.08
4.88,medium,clear,23,23.85
4.13,high,clear,23,31.58
1.45,low,clear,15,10.0
1.47,low,clear,4,11.09
7.23,low,cloudy,4,32.13
5.12,medium,clear,19,28.15
3.04,high,clear,20,22.98
6.53,low,clear,17,28.99
3.28,medium,clear,17,18.09
6.2,medium,clear,4,36.11
4.23,medium,clear,10,22.23
8.41,low,clear,12,38.56
8.39,medium,cloudy,2,49.35
5.3,low,clear,16,23.8
4.16,low,clear,17,17.52
4.26,high,clear,13,34.62
8.25,low,rain,11,55.49
3.95,low,clear,13,17.11
2.88,high,clear,17,24.81
1.76,low,clear,19,10.0
5.2,medium,clear,1,28.49
5.34,low,clear,6,27.52
8.57,low,clear,14,39.61
2.99,low,clear,9,13.46
4.43,low,clear,14,21.31
8.28,medium,clear,16,48.99
8.41,medium,cloudy,10,53.98
4.46,medium,rain,1,33.87
5.13,high,clear,20,38.7
3.73,low,cloudy,17,19.71
9.39,medium,rain,3,76.66
2.07,medium,cloudy,8,15.13
9.4,high,clear,16,72.68
7.15,low,cloudy,16,33.64
5.78,medium,clear,16,31.17
1.29,high,clear,15,10.0
5.28,low,clear,19,22.71
4.67,high,clear,7,36.4
2.45,low,clear,22,10.0
6.91,medium,clear,14,39.19
9.74,high,cloudy,0,84.07
6.06,medium,clear,18,35.75
7.43,medium,clear,14,42.06
1.62,low,clear,8,10.0
4.76,high,clear,4,39.17
2.05,medium,clear,15,12.58
6.52,low,rain,12,42.26
9.45,medium,clear,15,53.78
6.96,medium,clear,21,42.77
1.69,low,rain,10,15.28
4.19,low,clear,12,17.27
5.96,low,rain,5,35.18
4.63,medium,clear,19,27.44
8.5,medium,clear,16,51.48
8.33,medium,clear,4,48.55
6.51,high,clear,16,47.7
4.36,high,clear,0,33.14
3.3,medium,rain,4,28.22
1.95,low,cloudy,4,10.0
4.19,medium,cloudy,6,28.18
4.72,medium,cloudy,15,32.7
7.08,medium,clear,17,41.9
6.92,medium,cloudy,5,44.47
1.63,low,clear,1,10.0
4.56,high,cloudy,12,36.66
2.64,low,clear,9,10.0
2.41,medium,cloudy,20,14.98
8.45,low,rain,19,52.25
1.38,high,clear,10,10.0
4.77,low,clear,20,25.13
2.51,low,clear,1,15.64
8.91,low,clear,7,39.39
6.01,low,cloudy,23,29.93
3.08,low,rain,21,19.03
5.52,medium,clear,18,34.51
7.58,medium,clear,19,46.95
9.62,low,cloudy,16,44.06
2.98,low,clear,15,14.36
8.98,high,clear,9,66.08
9.41,medium,rain,4,80.58
9.25,medium,cloudy,13,60.4
6.72,medium,clear,23,37.67
6.67,low,clear,18,29.53
4.63,low,cloudy,3,22.34
7.77,low,cloudy,19,39.51
5.78,high,cloudy,15,50.72
7.1,high,clear,23,52.02
4.86,medium,rain,14,43.48
7.58,low,clear,8,37.32
8.42,low,cloudy,2,39.93
2.32,low,clear,22,10.59
8.5,medium,clear,8,53.15
5.86,low,rain,17,39.38
8.6,high,clear,3,65.12
4.88,low,clear,18,23.59
4.41,high,cloudy,23,43.1
9.24,high,cloudy,3,77.96
3.26,high,cloudy,8,26.17
8.6,medium,clear,0,50.65
5.36,medium,clear,0,31.85
5.63,medium,rain,19,45.06
3.78,medium,clear,18,23.0
6.16,medium,rain,2,47.94
3.93,high,clear,9,28.73
1.35,medium,cloudy,11,10.2
3.45,high,clear,17,22.88
1.06,high,clear,13,10.0
9.81,low,rain,9,57.78
9.69,low,clear,9,40.14
4.56,medium,cloudy,17,28.35
7.56,medium,cloudy,23,49.22
4.11,high,cloudy,0,37.24
7.04,medium,rain,14,57.77
8.25,medium,clear,7,47.77
9.52,medium,clear,2,56.85
4.6,low,clear,17,18.96
8.05,medium,clear,8,47.37
3.39,high,clear,15,23.53
9.91,low,clear,20,44.76
1.23,medium,clear,14,10.0
6.43,medium,clear,4,36.01
6.94,low,clear,12,31.56
7.19,low,cloudy,21,35.91
2.08,high,clear,19,18.26
9.45,low,clear,6,39.31
2.63,low,rain,15,16.42
6.6,low,clear,6,28.18
3.0,medium,rain,21,26.31
3.76,medium,cloudy,15,25.7
5.92,medium,clear,12,35.65
4.75,low,cloudy,16,22.1
2.44,high,cloudy,8,22.3
2.54,low,clear,11,10.0
4.76,low,rain,12,26.52
7.82,medium,clear,8,43.2
9.08,low,clear,4,40.79
1.76,high,clear,6,14.81
4.54,high,clear,0,28.78
1.9,low,clear,3,11.2
1.15,high,rain,3,12.58
6.96,high,clear,15,50.11
6.42,high,clear,4,49.31
2.47,low,clear,21,13.3
3.1,medium,rain,3,26.59
1.21,low,rain,5,10.0
8.51,high,cloudy,22,68.88
9.77,low,rain,2,60.72
2.22,medium,cloudy,7,12.44
3.08,low,rain,16,22.84
8.82,low,cloudy,17,44.94
9.34,medium,clear,17,60.33
4.78,high,clear,11,35.63
1.46,medium,cloudy,0,10.0
1.35,high,clear,22,10.04
6.17,low,clear,11,30.52
4.54,medium,clear,10,25.83
1.26,medium,rain,12,10.57
6.25,low,clear,2,28.32
1.1,medium,cloudy,7,10.0
8.09,medium,cloudy,2,50.75
3.76,medium,rain,16,30.52
1.36,medium,rain,12,10.78
6.3,medium,cloudy,9,40.53
4.58,low,clear,16,22.5
9.76,low,clear,2,47.44
5.9,medium,clear,12,32.83
3.48,low,cloudy,21,16.44
7.38,low,rain,5,44.84
3.44,medium,cloudy,13,22.51
9.14,medium,clear,9,52.39
4.37,low,clear,19,20.14
5.95,medium,clear,15,37.01
1.46,medium,clear,17,10.0
4.84,low,clear,12,22.76
8.49,high,clear,9,64.03
8.25,medium,cloudy,5,54.01
3.02,medium,clear,9,15.87
3.03,medium,clear,4,20.12
8.36,low,rain,5,54.49
9.37,medium,clear,6,55.95
1.86,low,clear,10,10.0
5.05,high,clear,15,37.14
4.04,high,clear,11,29.67
8.84,medium,clear,11,53.22
1.75,low,clear,22,10.0
2.9,low,clear,19,15.94
7.77,low,clear,4,34.32
1.46,medium,clear,15,10.0
5.43,low,rain,5,38.41
4.98,medium,clear,8,27.72
4.01,low,rain,4,25.4
4.55,high,clear,20,36.92
5.77,low,clear,22,27.87
2.45,high,cloudy,15,19.96
6.15,high,clear,17,46.01
8.25,medium,clear,18,47.8
7.84,medium,cloudy,11,53.35
2.39,medium,clear,1,13.42
2.34,medium,cloudy,9,15.21
3.41,low,rain,11,20.63
4.25,low,clear,13,20.54
4.68,medium,clear,17,27.69
7.12,medium,clear,18,39.65
1.51,medium,rain,5,10.43
1.31,low,cloudy,4,10.0
4.53,low,rain,15,26.88
7.27,low,clear,13,34.3
2.74,low,cloudy,12,16.21
6.77,low,clear,20,31.84
3.34,low,clear,1,16.14
8.97,low,rain,1,56.26
9.06,high,clear,11,70.86
3.68,low,rain,0,23.76
3.07,medium,clear,18,21.57
4.7,low,cloudy,15,23.07
3.16,high,clear,6,26.86
7.05,medium,clear,20,42.99
8.43,low,clear,6,39.41
7.06,medium,clear,15,37.28
8.42,low,clear,5,39.75
4.57,medium,cloudy,17,29.15
2.41,low,clear,0,10.0
7.64,high,clear,0,55.48
4.24,medium,clear,13,24.79
7.04,low,clear,5,31.75
3.44,medium,cloudy,5,19.53
1.73,low,rain,3,10.0
9.93,high,clear,11,76.94
2.41,medium,clear,17,15.84
9.9,medium,cloudy,9,64.09
9.8,low,clear,2,46.4
8.14,high,clear,2,62.1
6.93,medium,clear,7,40.43
6.2,low,clear,21,26.07
8.79,low,clear,22,36.43
3.6,low,clear,0,19.91
5.21,high,cloudy,17,46.1
6.57,low,clear,14,26.78
4.7,medium,clear,20,27.81
4.85,low,clear,19,21.62
3.97,low,clear,16,17.32
6.08,medium,clear,10,34.75
8.66,high,rain,12,93.51
2.81,medium,clear,19,18.07
9.41,high,cloudy,9,79.99
7.2,medium,clear,12,41.88
8.41,low,cloudy,16,41.32
6.01,low,clear,20,28.92
8.02,medium,clear,0,47.84
1.15,high,cloudy,19,10.0
8.37,high,clear,15,63.96
1.36,low,cloudy,15,10.0
9.01,low,clear,20,39.61
9.93,low,rain,2,64.2
3.65,high,cloudy,1,28.56
2.89,high,rain,5,30.13
7.89,high,clear,10,61.58
3.28,low,clear,2,12.49
8.79,medium,cloudy,0,53.42
1.93,medium,rain,10,15.93
2.13,low,rain,12,10.03
9.81,medium,clear,4,54.79
7.06,low,cloudy,17,36.46
8.62,low,clear,14,38.38
3.92,high,clear,17,32.56
7.09,high,clear,14,51.83
6.35,medium,clear,19,36.96
6.43,medium,rain,19,53.46
7.14,low,clear,19,29.79
6.18,medium,cloudy,6,41.83
4.86,high,clear,16,38.2
3.48,high,clear,7,23.4
7.92,medium,clear,12,46.26
3.04,low,clear,15,14.45
7.23,low,clear,9,31.35
3.1,medium,cloudy,13,16.99
6.63,low,rain,5,42.33
7.72,high,clear,19,63.48
2.97,low,clear,21,12.59
1.54,low,clear,6,10.07
2.18,low,cloudy,5,10.0
6.45,high,clear,16,49.77
8.65,low,clear,20,40.47
1.4,medium,clear,23,10.0
7.61,medium,rain,7,61.73
4.07,low,clear,11,19.77
5.31,medium,clear,3,34.85
9.36,medium,rain,9,77.26
3.99,medium,cloudy,5,24.64
5.19,high,cloudy,6,43.29
1.12,low,clear,20,10.08
1.73,low,rain,7,11.17
3.33,high,cloudy,2,26.83
1.25,low,rain,7,10.0
6.68,medium,cloudy,14,39.33
4.84,high,cloudy,20,41.46
5.93,low,clear,0,27.99
2.57,medium,clear,12,14.24
3.66,low,cloudy,21,18.09
6.97,low,clear,17,29.02
9.69,low,clear,14,43.87
1.45,high,clear,6,12.06
9.01,low,cloudy,14,43.53
6.19,medium,clear,2,39.59
6.08,high,cloudy,13,49.49
5.5,medium,cloudy,19,35.96
1.62,medium,clear,3,11.17
1.81,medium,clear,3,10.43
6.41,low,clear,2,28.47
4.07,medium,clear,4,20.95
9.26,medium,clear,10,56.89
4.66,high,clear,7,35.31
2.29,high,rain,1,25.6
7.43,high,clear,15,58.18
3.64,high,cloudy,9,29.37
5.73,medium,clear,17,33.13
7.28,medium,cloudy,6,49.52
9.1,high,clear,4,67.38
8.13,low,cloudy,6,44.5
7.09,high,cloudy,20,58.17
7.12,medium,cloudy,5,43.46
9.51,medium,clear,23,55.9
3.66,medium,cloudy,0,27.97
1.01,high,clear,10,10.0
3.45,low,clear,12,15.24
2.96,medium,clear,11,18.27
6.96,medium,clear,0,40.78
6.7,low,clear,20,30.91
6.34,high,cloudy,14,51.92
1.15,medium,clear,0,10.0
7.56,medium,clear,2,43.93
3.91,low,clear,14,15.34
6.99,medium,cloudy,8,44.89
6.01,medium,clear,13,34.38
4.08,medium,clear,22,22.93
2.21,low,cloudy,21,11.58
1.85,high,clear,23,10.51
8.48,medium,clear,7,49.15
9.27,medium,clear,21,58.86
6.85,medium,cloudy,3,41.91
1.93,low,cloudy,19,12.12
4.62,medium,clear,19,27.14
7.56,medium,clear,5,43.02
8.02,medium,clear,0,44.28
2.06,medium,cloudy,17,13.54
1.0,medium,rain,5,11.1
7.41,low,clear,13,32.57
4.21,medium,clear,10,24.47
3.29,low,cloudy,16,18.31
1.12,low,cloudy,8,10.0
5.86,high,rain,21,59.62
8.66,medium,cloudy,6,55.92
9.62,medium,rain,13,81.81
6.09,medium,clear,16,35.55
5.63,high,clear,7,37.59
1.77,medium,clear,15,11.13
5.94,high,cloudy,11,49.59
4.42,low,clear,11,16.23
6.46,high,clear,4,46.06
4.5,high,clear,4,36.38
3.16,high,clear,13,22.71
1.85,low,rain,5,10.0
3.83,low,clear,6,17.16
1.87,low,clear,22,10.0
2.59,low,cloudy,20,13.02
9.89,high,clear,16,75.25
5.0,low,cloudy,8,22.35
5.79,low,cloudy,21,27.64
8.86,low,rain,12,56.7
9.96,low,rain,8,62.83
6.24,low,clear,15,27.92
8.31,high,clear,3,67.45
3.94,medium,clear,1,24.51
3.75,low,clear,12,18.58
4.62,medium,clear,12,26.7
7.05,medium,clear,18,41.68
7.14,low,rain,11,44.12
3.84,medium,clear,3,24.02
2.2,medium,clear,9,12.65
6.69,medium,clear,15,39.58
2.15,medium,clear,23,12.9
6.21,low,rain,18,39.09
7.24,high,clear,7,61.26
7.31,high,cloudy,5,60.18
7.78,high,clear,3,58.17
8.86,low,clear,6,41.26
5.5,high,clear,13,40.88
7.57,high,cloudy,12,63.12
6.57,high,clear,20,48.09
2.68,low,clear,4,13.04
1.23,medium,clear,8,10.0
3.56,high,cloudy,2,29.33
4.99,medium,cloudy,9,33.54
6.55,medium,clear,14,34.6
8.65,high,clear,19,64.76
2.77,medium,rain,20,22.35
2.13,medium,cloudy,16,11.36
9.67,medium,cloudy,22,58.73
1.97,high,cloudy,23,15.96
5.31,low,cloudy,5,27.67
6.27,medium,clear,2,39.24
5.87,medium,rain,17,46.98
1.77,high,rain,4,20.42
1.51,medium,clear,12,10.11
1.95,high,clear,0,17.35
6.27,high,rain,16,66.45
5.9,low,clear,2,22.95
3.1,medium,rain,18,25.53
6.74,low,clear,20,28.3
8.38,low,clear,19,36.26
1.37,medium,clear,21,10.0
5.48,high,clear,11,41.24
7.2,high,clear,7,55.36
3.27,low,clear,7,16.12
3.77,low,cloudy,14,17.93
6.52,medium,rain,10,54.19
9.08,medium,clear,19,53.15
8.29,low,clear,0,39.18
6.25,high,clear,15,47.44
7.57,high,clear,13,57.75
4.28,medium,clear,6,24.29
6.77,high,clear,5,51.47
5.2,low,clear,20,21.83
2.71,medium,clear,3,14.09
7.32,medium,clear,21,44.37
6.01,low,cloudy,7,27.58
4.23,high,clear,21,31.72
9.2,medium,rain,18,77.38
1.19,medium,rain,2,10.0
3.84,low,rain,3,25.85
1.51,low,rain,12,10.0
7.9,low,clear,20,33.45
7.32,medium,clear,1,39.63
3.98,medium,clear,10,25.91
7.08,low,cloudy,15,32.77
4.56,medium,rain,9,38.84
7.81,medium,rain,14,61.96
5.09,medium,clear,9,32.41
4.71,medium,cloudy,1,34.72
9.41,high,clear,5,68.61
3.26,medium,clear,13,16.9
2.08,medium,cloudy,1,14.93
6.26,low,clear,9,29.2
9.72,low,rain,16,62.79
4.4,low,clear,7,18.65
1.56,medium,rain,15,16.75
4.05,low,clear,13,18.46
5.55,low,cloudy,9,25.04
2.46,high,cloudy,12,20.19
6.92,low,rain,0,41.19
9.98,low,clear,9,48.09
5.07,low,rain,21,30.62
4.19,high,clear,11,33.04
4.61,low,clear,16,19.8
2.04,medium,clear,23,10.7
8.95,medium,cloudy,13,53.77
4.73,medium,clear,4,28.87
4.49,medium,cloudy,18,31.49
6.94,high,cloudy,4,56.57
4.98,low,clear,14,19.32
6.83,low,rain,12,44.64
1.55,low,clear,16,10.0
8.32,low,rain,0,54.86
9.46,low,clear,13,40.76
6.84,low,clear,3,28.57
9.59,medium,clear,8,56.6
2.36,medium,clear,16,11.73
5.3,low,clear,2,22.44
6.42,medium,clear,12,38.26
6.24,low,clear,11,23.22
4.61,low,clear,15,24.03
4.04,medium,clear,3,23.72
2.14,low,cloudy,17,10.0
4.53,low,clear,22,18.35
2.46,medium,rain,2,22.13
7.61,high,cloudy,16,65.24
2.88,medium,cloudy,0,21.31
1.53,low,cloudy,18,10.0
5.97,high,clear,21,46.26
6.36,medium,cloudy,3,41.78
8.85,medium,clear,16,53.16
6.19,high,rain,6,68.55
4.11,medium,cloudy,1,25.01
8.23,low,clear,11,36.81
5.86,medium,cloudy,4,36.49
1.71,medium,clear,15,10.0
6.09,medium,clear,7,37.02
9.17,medium,clear,22,50.34
4.57,high,cloudy,7,40.68
3.67,high,cloudy,12,28.6
2.29,high,cloudy,13,18.66
2.36,high,clear,10,20.54
4.89,high,clear,5,38.06
6.36,low,cloudy,15,32.16
1.73,low,clear,22,10.0
9.46,medium,cloudy,21,58.79
7.8,high,clear,14,61.55
6.28,medium,clear,15,35.56
8.46,medium,clear,12,48.5
1.72,low,cloudy,11,10.44
5.29,low,clear,17,21.71
6.67,medium,clear,17,39.56
8.46,low,clear,13,38.16
8.05,low,clear,1,36.22
3.49,low,clear,21,14.67
9.47,low,clear,1,41.46
2.12,medium,cloudy,2,11.49
8.88,low,clear,23,40.93
9.74,medium,cloudy,7,61.34
2.59,low,cloudy,10,14.76
7.5,high,clear,11,56.93
1.36,low,clear,3,10.0
4.65,medium,rain,8,37.61
5.65,medium,clear,23,32.23
6.23,low,clear,16,30.05
9.42,high,clear,23,71.32
7.05,medium,cloudy,15,44.81
5.33,medium,clear,16,34.0
8.29,low,rain,14,53.24
9.55,high,rain,19,105.61
1.2,high,clear,21,11.7
9.84,low,clear,6,42.51
1.78,low,clear,9,10.0
8.33,high,clear,3,66.78
3.52,medium,clear,23,23.66
2.19,high,clear,23,18.73
4.96,medium,clear,13,30.95
6.8,medium,clear,13,39.17
4.43,low,clear,13,18.26
1.49,low,rain,13,10.0
6.4,medium,clear,21,34.11
9.12,high,rain,19,100.36
4.45,low,clear,17,19.46
2.95,medium,clear,14,19.84
4.98,medium,clear,22,26.67
1.44,medium,clear,18,10.59
8.38,high,clear,12,63.12
8.44,high,rain,11,87.82
6.29,low,rain,18,42.88
4.18,high,clear,18,34.19
8.2,high,clear,19,63.15
5.99,high,clear,1,45.89
8.43,medium,clear,20,50.19
6.68,high,clear,2,51.49
8.06,low,clear,9,34.69
6.39,low,clear,4,27.93
4.73,high,clear,11,40.11
9.62,low,clear,6,48.63
5.87,low,clear,8,29.54
6.45,high,clear,1,50.3
2.98,high,rain,9,31.24
6.63,low,clear,5,28.24
6.14,high,rain,11,64.29
2.66,medium,cloudy,5,16.01
1.54,medium,rain,2,16.91
6.44,high,cloudy,9,57.81
7.87,medium,cloudy,8,52.14
5.71,low,rain,19,34.05
3.04,low,clear,4,15.47
7.0,medium,clear,2,40.47
1.72,medium,rain,4,10.0
4.98,high,cloudy,7,42.48
2.47,high,rain,7,24.77
2.66,medium,cloudy,13,15.5
2.82,high,rain,23,29.7
4.48,low,cloudy,21,21.18
1.46,low,cloudy,16,10.0
4.58,high,clear,10,34.87
5.61,low,rain,15,31.59
5.35,low,cloudy,5,29.52
4.45,medium,cloudy,10,26.67
8.55,medium,cloudy,9,53.11
2.31,high,clear,22,17.01
5.55,low,clear,8,24.76
1.56,low,rain,23,12.75
1.64,low,clear,23,10.0
6.16,medium,clear,14,37.17
6.09,low,clear,6,27.95
8.9,medium,cloudy,17,57.73
6.02,high,cloudy,0,51.28
9.64,high,cloudy,14,77.26
1.44,low,cloudy,1,10.0
1.88,medium,clear,21,13.32
1.4,medium,clear,1,16.07
2.67,high,clear,9,18.02
5.87,high,cloudy,19,50.24
6.81,low,clear,14,29.5
1.41,medium,cloudy,9,13.17
9.51,low,clear,18,40.09
8.58,low,clear,21,39.86
3.67,low,rain,12,20.31
1.69,medium,clear,23,10.0
2.53,medium,cloudy,10,16.21
2.14,low,clear,21,11.77
2.11,medium,clear,1,10.19
5.67,low,clear,20,26.84
3.21,medium,clear,12,18.82
4.22,low,cloudy,21,21.43
9.91,low,clear,21,46.51
7.16,medium,clear,20,39.32
9.54,low,clear,0,44.55
2.28,medium,cloudy,4,13.53
